original_title,title,homepage,budget,original_language,overview,popularity,release_date,revenue,runtime,tagline,vote_average,vote_count
Bad Words,Bad Words,,9500000,en,"A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby (Jason Bateman) eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse.",14.105392,06/09/2013,7800000,88,The end justifies the means,6.4,334
Run Fatboy Run,"Run, Fatboy, Run",http://www.runfatboyrunmovie.com/,10000000,en,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",14.905357,06/09/2007,33000000,100,Love. Commitment. Responsibility. There's nothing he won't run away from.,6.2,238
Heartbeeps,Heartbeeps,,10000000,en,Heartbeeps stars Andy Kaufman and Bernadette Peters as domestic robots who fall in love and run off together.,0.518056,18/12/1981,2154696,79,Meet a modern nuclear family unlike any other.,3.8,6
Black or White,Black or White,,9000000,en,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.",12.172131,06/09/2014,21571189,121,There's more to family than what you see.,6.5,115
On the Line,On the Line,,0,en,'N Sync heartthrobs Lance Bass and Joey Fatone stretch their thespian muscles in their acting debut. A young man (Bass) is smitten with a girl (Emmanuelle Chriqui) he meets on a subway train and spends the rest of the movie trying to reunite with her. The man's best friend (Fatone) helps him in his quest by wallpapering Chicago with posters and signs that soon become the talk of the town.,3.084874,26/10/2001,0,85,,4.1,10
Rescue Dawn,Rescue Dawn,,10000000,en,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,17.078656,09/09/2006,7177143,126,A true story of survival... declassified.,6.9,336
Danny Collins,Danny Collins,,10000000,en,An ageing rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,16.318608,19/03/2015,10835752,107,A letter from John Lennon changed his life,6.6,183
"Jeff, Who Lives at Home","Jeff, Who Lives at Home",,10000000,en,"Dispatched from his basement room on an errand for his mother, slacker Jeff might discover his destiny (finally) when he spends the day with his brother as he tracks his possibly adulterous wife.",10.409155,13/09/2011,4417580,83,The first step to finding your destiny is leaving your mother's basement.,6.1,217
Io sono l'amore,I Am Love,http://www.iamlovemovie.com/,0,it,"Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.",5.355763,05/09/2009,0,120,,6.9,73
Atlas Shrugged Part II,Atlas Shrugged Part II,http://www.AtlasShruggedMovie.com,0,en,"The global economy is on the brink of collapse. Brilliant creators, from artists to industrialists, continue to mysteriously disappear. Unemployment has risen to 24%. Gas is now $42 per gallon.  Dagny Taggart, Vice President in Charge of Operations for Taggart Transcontinental, has discovered what may very well be the answer to the mounting energy crisis - found abandoned amongst ruins, a miraculous motor that could seemingly power the World.  But, the motor is dead... there is no one left to decipher its secret... and, someone is watching.  It’s a race against the clock to find the inventor and stop the destroyer before the motor of the World is stopped for good.  A motor that would power the World. A World whose motor would be stopped.  Who is John Galt?",4.725357,12/10/2012,0,112,Who is John Galt?,5.4,41
Romeo Is Bleeding,Romeo Is Bleeding,,11500000,en,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,4.850402,13/09/1993,3275585,100,The story of a cop who wanted it bad and got it worse.,5.7,36
The Limey,The Limey,,10000000,en,"The Limey follows Wilson (Terence Stamp), a tough English ex-con who travels to Los Angeles to avenge his daughter's death. Upon arrival, Wilson goes to task battling Valentine (Peter Fonda) and an army of L.A.'s toughest criminals, hoping to find clues and piece together what happened. After surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the Englishman decides to dole out some bodily harm of his own.",8.902102,15/05/1999,3193102,89,Vengeance knows no boundaries.,6.6,105
Crash,Crash,http://www.crashfilm.com/,6500000,en,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",28.223163,13/01/2004,98410061,112,You think you know who you are. You have no idea.,7.2,1149
The House of Mirth,The House of Mirth,,10000000,en,A woman risks losing her chance of happiness with the only man she has ever loved.,3.007816,23/09/2000,5164404,140,When a woman has the beauty men admire and women envy...it is wise to tread carefully.,6.4,25
Malone,Malone,,0,en,"Erstwhile C.I.A. assassin Richard Malone hopes for a tranquil retirement in the placid Pacific Northwest, but what he gets is a rumble with a right-wing extremist plotting a secret revolution. Adapted from the novel ""Shotgun,"" by William Wingate.",1.610132,01/05/1987,0,92,"Ex-Cop, Ex-CIA, Explosive",6.8,15
Peaceful Warrior,Peaceful Warrior,http://www.thepeacefulwarriormovie.com/,0,en,A chance encounter with a stranger changes the life of a college gymnast.,8.326131,30/03/2006,0,120,There are no ordinary moments.,7.3,90
Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,http://www.buckylarson.com/,10000000,en,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.,3.919057,09/09/2011,0,97,There Are No Small Actors. Just Small Parts.,4.4,51
Bamboozled,Bamboozled,,0,en,"TV producer Pierre Delacroix (Damon Wayans) becomes frustrated when network brass reject his sitcom idea. Hoping to get fired, Delacroix pitches the worst idea he can think of: a minstrel show. The network not only airs it, but it incredibly becomes a smash hit. Michael Rapaport co-stars in this searing satire.",2.23411,06/10/2000,0,135,,6.3,24
The Forest,The Forest,http://theforestisreal.com/,10000000,en,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",19.865989,07/01/2016,40055439,95,Everyone comes here looking for a way out,4.8,448
Sphinx,Sphinx,,14000000,en,"Egyptologist Erica Baron finds more than she bargained for during her long-planned trip to The Land of the Pharoahs - murder, theft, betrayal, love, and a mummy's curse!",0.310513,11/02/1981,439564,118,Someone is hunting tourists out of season.,6,2
While We're Young,While We're Young,http://while-were-young.com/,10000000,en,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple.,19.263477,03/04/2015,7587485,97,Life Never Gets Old.,5.8,383
A Better Life,A Better Life,,10000000,en,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners.,4.123533,24/06/2011,1759252,98,Every father wants more for his son.,7,54
Spider,Spider,http://www.spiderthemovie.com/,0,en,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",6.948401,13/12/2002,0,98,The only thing worse than losing your mind... is finding it again.,6.4,168
Gun Shy,Gun Shy,,10000000,en,"Legendary undercover DEA agent Charlie Mayough has suddenly lost his nerves of steel. On the verge of a career-induced mental breakdown, and in complete fear of trigger-happy Mafia leader Fulvio Nesstra, Charlie seeks psychiatric help and finds himself relying on the support of an unstable therapy group and nurse Judy just to get through his work.",3.988432,04/02/2000,1631839,101,The Agency's best has a bad case of nerves.,5.4,24
Nicholas Nickleby,Nicholas Nickleby,,0,en,"The Charles Dickens story of Nicholas Nickleby, a young boy in search of a better life for his recently torn-apart family. A young compassionate man struggles to save his family and friends from the abusive exploitation of his coldheartedly grasping uncle.",5.099923,27/12/2002,0,132,,6.8,49
The Iceman,The Iceman,,20000000,en,"The true story of Richard Kuklinski, the notorious contract killer and family man.",19.494703,01/09/2012,1969193,105,Loving husband. Devoted father. Ruthless killer.,6.4,365
कृष,Krrish,,0,hi,"Krishna (Roshan) is born with magical powers - a legacy from his father. Priya (Chopra) comes into his life and becomes his world. When she beckons him to Singapore, he follows. In Singapore, Dr. Siddhant Arya (Shah), the megalomaniac scientist is on the verge of changing the future forever. Only one man stands between Dr. Siddharth Arya and his destructive dreams. To block his ruthless ambitions -- Krishna must become Krrish.",3.759988,23/06/2006,0,154,,5.5,46
